Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
emotion	rejection	want	n't	does	do	dog	dog	Target_Child	the dog does n't wan na be swallowed	57
emotion	rejection	want	n't	do	do	I	I	Mother	no I do n't wan na get up	27
emotion	rejection	want	n't	did	do	we	we	Mother	and then we did something afterwards because we got hot but we did n't wan na swim in the lake	49
emotion	rejection	want	n't	did	do	we	we	Mother	we did n't wan na swim	49
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na see any sharks	49
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want any juice on them	26
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want tapioca	26
emotion	rejection	want	n't	does	do	she	she	Target_Child	because she does n't want it	26
emotion	rejection	want	n't	does	do	Fraser	Fraser	Mother	Fraser does n't want you to shoot him	26
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want any dessert	26
emotion	rejection	want	n't	do	do	I	I	Target_Child	Mummy I do n't wan na	36
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like that four	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like one	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do this	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want your splashing	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it darling	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it	36
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want any more	30
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want to wear it	35
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no want to color	35
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like cookies with m_and_ms	42
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na finish there eggs	42
emotion	rejection	want	n't	do	do	you	you	Father	oh you do n't want them	42
emotion	rejection	like	not	NONE	NONE	a	a	Target_Child	a not like Daddy	33
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like Daddy	33
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na spend a lot of time outside	33
emotion	rejection	like	not	do	do	do	do	Target_Child	I do not like this	33
emotion	rejection	want	n't	do	do	I	I	Mother	cause I do n't wan na get it all over okay	35
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na do a little one	33
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want those long those long things that Daddy's not gon na that Daddy's	52
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like those	52
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want grape leaves kay	52
emotion	rejection	like	n't	do	do	I	I	Target_Child	cause I do n't like em	52
emotion	rejection	want	n't	does	do	she	she	Mother	oh she does n't want to until you really start talking Edward kay	52
emotion	rejection	want	n't	do	do	I	I	Target_Child	Ma I do n't want no meat	52
emotion	rejection	want	n't	would	will	you	you	Mother	you would n't want to put your hand in the tire	52
emotion	rejection	want	n't	do	do	you	you	Mother	thank you you do n't wan na put doughnut on the fireplace what are you trying to feed the fireplace	30
emotion	rejection	want	n't	did	do	we	we	Mother	we bought it to carry you but you did n't want to go in it	30
emotion	rejection	want	n't	do	do	you	you	Mother	well and you do n't want to bring that up	30
emotion	rejection	want	n't	do	do	you	you	Mother	right but you do n't want to bring up that it 's inappropriate for her to do that	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't want any songs	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want any songs	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na visit Linda in her room	24
emotion	rejection	want	n't	do	do	you	you	Mother	sure you do n't wan na go	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na play	45
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do a poo	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do a	36
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want medicine	36
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like your new school	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want	36
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na darling	36
emotion	rejection	want	n't	do	do	you	you	Target_Child	you do n't wan na do anymore	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na do this	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it	36
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na get down	17
emotion	rejection	like	n't	do	do	I	I	Mother	because I do n't like it	17
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan a play	28
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it	25
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want the bunny	25
emotion	rejection	want	n't	do	do	I	I	Mother	oh I do n't want it	25
emotion	rejection	want	n't	do	do	you	you	Target_Child	you do n't want it	25
emotion	rejection	like	not	NONE	NONE	NONE	NONE	Target_Child	not like it	31
emotion	rejection	want	n't	do	do	we	we	Mother	people asking us for things we do n't want	31
emotion	rejection	want	n't	do	do	we	we	Mother	what else happens to some of the things that we do n't want	31
emotion	rejection	want	n't	do	do	you	you	Mother	things like little bits of bread that you do n't wan na eat	31
emotion	rejection	want	n't	do	do	you	you	Father	you do n't want another one	37
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want you to do anything to me	37
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want that on yet	33
emotion	rejection	want	n't	do	do	that	that	Target_Child	no does that mean you do n't want the babies	42
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want a dummy	37
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like Rory no or Beauty do you	37
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want him to eat	24
emotion	rejection	like	not	do	do	do	do	Target_Child	I do not like Alison	37
emotion	rejection	want	not	do	do	do	do	Target_Child	I do not wan na read any book	37
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Target_Child	not want that one	37
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Target_Child	not want that book	37
emotion	rejection	want	not	do	do	do	do	Target_Child	I do not want that any books now	37
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no want any book now	37
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want any books now	37
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Target_Child	not want those	37
emotion	rejection	want	not	do	do	I	I	Target_Child	I do not want some taste of it	37
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Target_Child	not want that one	37
emotion	rejection	like	n't	do	do	I	I	Mother	I know you do n't like it	37
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no want that water	37
emotion	rejection	want	not	NONE	NONE	it	it	Target_Child	it 's not want that one	37
emotion	rejection	want	n't	did	do	she	she	Mother	she did n't want what she was given	37
emotion	rejection	like	n't	do	do	I	I	Mother	the next time you want some crisps I 'll say oh you do n't like crisps	37
emotion	rejection	want	n't	do	do	it	it	Mother	if you do n't want it put it to one side	37
emotion	rejection	want	n't	do	do	you	you	Mother	are you really sure you do n't want something else to eat	37
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na hear the noise thank you	37
emotion	rejection	like	n't	do	do	this	this	Mother	this is why I do n't like toys on the table with you Thomas	37
emotion	rejection	like	not	NONE	NONE	people	person	Mother	and what do other people not like doing	37
emotion	rejection	like	n't	do	do	I	I	Mother	but I do n't like it when you wo n't eat your meal and you just want	37
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like it when you	30
emotion	rejection	like	n't	does	do	Mummy	Mummy	Mother	Mummy does n't like it when	30
emotion	rejection	like	n't	does	do	Mummy	Mummy	Mother	Mummy does n't like you putting crumbs from the table onto the floor	30
emotion	rejection	like	n't	do	do	I	I	Mother	because I do n't like you doing that	30
emotion	rejection	want	not	NONE	NONE	he	he	Mother	did he not want any chips	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na feed yourself	34
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	34
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want it cut	34
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like the icing	34
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like chocolate	34
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na read nice book	34
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	34
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want to play with that	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	27
emotion	rejection	want	n't	do	do	I	I	Mother	oh I do n't wan na make you dizzy	27
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na make you too dizzy whoa	27
emotion	rejection	want	n't	do	do	we	we	Mother	well maybe we 'll just show Investigator something else after all we do n't wan na make you dizzy	27
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na show her this	27
emotion	rejection	want	n't	do	do	you	you	Mother	are you sure you do n't wan na show Investigator this book	27
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want that elevator	27
emotion	rejection	want	n't	do	do	you	you	Mother	no you do n't wan na follow her	20
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na say right now	20
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na sit still do ya	20
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na look at you	50
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na open the whole package	50
emotion	rejection	like	n't	do	do	you	you	Target_Child	you do n't like me	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na	50
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want anyone to slip	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	50
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na give you	50
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	but I do n't want you to	50
emotion	rejection	want	n't	do	do	you	you	Father	and if you do n't want me to I wo n't	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want I need more bun	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want you to talk to me	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na keep that I do n't want that I want mine	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na keep that I do n't want that I want mine	50
emotion	rejection	want	n't	do	do	I	I	Mother	because I do n't wan na put it in there	50
emotion	rejection	want	n't	do	do	Mummy	Mummy	Target_Child	because Mummy do n't want girls are	50
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like eating too much chocolate candy	50
emotion	rejection	like	n't	did	do	I	I	Target_Child	cause I did n't like it	50
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like cereal	23
emotion	rejection	want	n't	do	do	you	you	Father	you do n't want any	18
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na sit down	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want them cookies	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go play pool tonight	58
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like to watch their tv	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	58
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na one	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	oh I do n't wan na go play pool tonight	58
emotion	rejection	like	n't	do	do	I	I	Target_Child	cause I do n't like to go	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	so I do n't wan na go again	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want none more	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	hurry I probably do n't want some toast	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	58
emotion	rejection	want	n't	do	do	I	I	Target_Child	I just do n't wan na	58
emotion	rejection	like	n't	would	will	I	I	Father	I would n't like it	58
emotion	rejection	want	n't	do	do	we	we	Target_Child	we do n't wan na do downstairs do we	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like stamps	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like stamps	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	you not wan na go to the train station	36
emotion	rejection	want	n't	do	do	I	I	Mother	no I do n't want all of them Fraser	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	you not wan na do it	36
emotion	rejection	want	n't	do	do	they	they	Mother	they do n't wan na be in the middle they wan na be with their friends	36
emotion	rejection	want	n't	do	do	they	they	Mother	they do n't wan na be all by themselves	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	but I do n't like Jwww	36
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like Jwww	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like the shower in Mummy and Daddy's bedroom	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like the shower	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like fast	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	you not wan na stay with Mummy	36
emotion	rejection	like	n't	do	do	I	I	Mother	because I do n't like what you 're doing	36
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like to eat foot	36
emotion	rejection	like	n't	do	do	I	I	Mother	no I do n't like to eat your foot thank you very much	36
emotion	rejection	like	n't	do	do	he	he	Target_Child	he do n't like clams	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na ask you anymore	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want anything else now	53
emotion	rejection	want	n't	do	do	you	you	Mother	and you do n't want an apple either	53
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want an apple either	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't want anything else	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	but Mummy I do n't wan na play on these	53
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want you kicking her	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na	53
emotion	rejection	want	n't	does	do	mum	mum	Target_Child	cause he just does everything his mum does n't want him to do	53
emotion	rejection	want	n't	does	do	mum	mum	Mother	he does everything his mum does n't want him to do	53
emotion	rejection	want	n't	do	do	I	I	Mother	Thomas listen when you 've gone to bed I 've still got things to do downstairs and I do n't wan na make or take it off your hands Thomas it 's time	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't I do n't want any milk of milk	53
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	28
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like it	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't ant no	28
emotion	rejection	want	n't	do	do	purple	purple	Mother	because we do n't want purple crayons on the tiles	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not wan na go to babyschool anymore then	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like potato	36
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like parsnips	36
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Mother	not wan na play with Mummy	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not wan na talk to Mummy	36
emotion	rejection	like	not	NONE	NONE	you	you	Mother	do you not like Mummy at the moment	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	you not wan na draw it on the table	36
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Mother	not wan na stay with me	36
emotion	rejection	like	not	NONE	NONE	you	you	Mother	do you not like staying with Mummy	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it twist it	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want you to twist it	36
emotion	rejection	want	not	NONE	NONE	NONE	NONE	Mother	not want anybody to come in	36
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not want anybody to come in	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na color the purple bits in	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na look all these pictures anymore kay	40
emotion	rejection	want	n't	do	do	you	you	Target_Child	you do n't wan na be ET	57
emotion	rejection	want	n't	does	do	Oliver	Oliver	Father	Oliver does n't wan na talk to you	31
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na talk to you again	57
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want to write it down	57
emotion	rejection	like	n't	does	do	she	she	Target_Child	she does n't like her new bed does she	52
emotion	rejection	want	n't	do	do	I	I	Target_Child	oh I do n't want anymore of it anyway	52
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want any more	52
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like the yellow helmets	36
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like the yellow helmets that they wear at all	36
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like them	36
emotion	rejection	like	n't	do	do	you	you	Mother	if you do n't like something you say yuck	36
emotion	rejection	like	not	do	do	do	do	Target_Child	I just I do not like it	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na have a helmet and I would n't be black all over	64
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that story	64
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan a put them away	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na sit in here	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na in here	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na be in here	30
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan a eat with snot on your nose	30
emotion	rejection	want	n't	do	do	there	there	Mother	there 's some more in it but I do n't want you to pour it because you spilt it last time	30
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it	26
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na go on the pottie	26
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na be picked up	26
emotion	rejection	like	n't	does	do	he	he	Mother	he does n't like it does he	26
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na I do n't think	26
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	26
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no want it back	26
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it on	26
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want the trousers back on	26
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it on my face	26
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want that in my mouth	26
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no wan na go out	26
emotion	rejection	want	no	do	do	do	do	Target_Child	do no wan na	37
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no wan na	37
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't wan na	37
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na	37
emotion	rejection	want	not	do	do	I	I	Target_Child	I do not want do that	37
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want the house to be on fire	37
emotion	rejection	want	not	NONE	NONE	teddy	teddy	Target_Child	teddy bears not want see the Bethany not here	37
emotion	rejection	want	n't	does	do	bear	bear	Mother	the teddy bear does n't want Bethany to go on the swing	37
emotion	rejection	want	not	do	do	do	do	Target_Child	I do not wan na	37
emotion	rejection	want	not	NONE	NONE	you	you	Mother	well would you not wan na put them back in the shed	37
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no want	37
emotion	rejection	want	no	NONE	NONE	NONE	NONE	Target_Child	no want on table	37
emotion	rejection	want	n't	does	do	sign	sign	Mother	the sign does n't wan na stand up does it	37
emotion	rejection	like	not	NONE	NONE	it	it	Mother	in the town it is not like this	37
emotion	rejection	like	n't	did	do	mouse	mouse	Mother	the town mouse did n't like the country being so quiet did he	37
emotion	rejection	like	n't	did	do	mouse	mouse	Mother	and the country mouse did n't like the town being so busy and noisy	37
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like it	32
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not wan na put it upstairs now	32
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want a stool like this or like that	32
emotion	rejection	want	n't	NONE	NONE	I	I	Target_Child	I di n't wan na talk to Santa	34
emotion	rejection	want	n't	did	do	I	I	Target_Child	I did n't want it	34
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it closed	24
emotion	rejection	want	n't	do	do	you	you	Mother	no you do n't want that on okay	24
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want play with Anna	28
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't wan na go in there	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want play with Mummy	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want play with Anna	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want write my ideas	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want write ideas	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want that	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want it	28
emotion	rejection	want	n't	do	do	you	you	Mother	well you do n't want it to get lost do you	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want play with Anna	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want play with Anna	28
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na come in your house	28
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like me	28
emotion	rejection	want	n't	do	do	you	you	Mother	oh you do n't want any room for anybody else	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan a say	46
emotion	rejection	want	n't	do	do	you	you	Mother	what do you mean you do n't wan a say	46
emotion	rejection	want	n't	do	do	I	I	Father	I do n't wan turn the music on right now	21
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like baked beans	32
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na watch Snow_white	32
emotion	rejection	like	n't	do	do	Tiggers	Tiggers	Mother	Tiggers do n't like honey	32
emotion	rejection	want	n't	do	do	I	I	Mother	then you give them back to me and say Mama I do n't want anymore	32
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like to look down do you	28
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want that	28
emotion	rejection	want	not	NONE	NONE	you	you	Mother	do you not wan na play with those	28
emotion	rejection	want	n't	do	do	you	you	Mother	you just do n't wan na talk	28
emotion	rejection	want	n't	do	do	it	it	Mother	is it well cooked because I do n't wan na be getting sick do I	28
emotion	rejection	want	n't	do	do	I	I	Mother	and I do n't want that	28
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it	28
emotion	rejection	want	n't	did	do	you	you	Mother	you did n't wan na give the lady your money did you	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want you knocking the fruit all over	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na kiss you now	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't wan na kiss you now	36
emotion	rejection	want	n't	do	do	I	I	Mother	because that 's the hot tap and I do n't want the hot water coming through because it 'll burn you	36
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want you to rip them	36
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	43
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go help Lou and Elliot	43
emotion	rejection	want	n't	did	do	we	we	Target_Child	because we did n't wan na get hurt	43
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like that	19
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that song	28
emotion	rejection	like	n't	do	do	you	you	Mother	you do n't like that	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	28
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want that	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	28
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want to	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	28
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want what	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na go	28
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't wan na	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want cheese	28
emotion	rejection	want	n't	do	do	NONE	NONE	Target_Child	do n't want	28
emotion	rejection	want	n't	do	do	I	I	Mother	Theresa I do n't wan na see it	50
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	32
emotion	rejection	like	n't	do	do	I	I	Mother	I do n't like them	32
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want poorly feet do you	32
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want poorly feet	32
emotion	rejection	want	n't	do	do	I	I	Mother	I do n't want it off	32
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want that one	32
emotion	rejection	want	n't	do	do	we	we	Mother	we do n't want it open	32
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want my blue one	32
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want it	32
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want your gloves on in the car	32
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like them	35
emotion	rejection	like	n't	do	do	NONE	NONE	Target_Child	do n't like them	35
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want	55
emotion	rejection	want	n't	do	do	you	you	Mother	you do n't want it in your eyes do ya	55
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like that song	55
emotion	rejection	like	n't	do	do	I	I	Target_Child	I do n't like it	55
emotion	rejection	like	n't	do	do	you	you	Mother	nope you do n't like the rock now	70
emotion	rejection	want	n't	does	do	he	he	Mother	he does n't wan na go where you put him	70
emotion	rejection	want	n't	do	do	NONE	NONE	Mother	do n't wan a play with these anymore	70
emotion	rejection	want	n't	do	do	I	I	Target_Child	no I do n't wan na do that	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want move	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want okay	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	cause I do n't want you to	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	I do n't want my king to be there	59
emotion	rejection	want	n't	do	do	I	I	Target_Child	I know I do n't wan na do that	59
emotion	rejection	want	not	NONE	NONE	they	they	Mother	they not wan na go	25
emotion	rejection	want	n't	do	do	they	they	Mother	they do n't wan na go do they	25
emotion	rejection	want	n't	did	do	he	he	Father	cause he did n't wan na talk to those bad guys	40
emotion	rejection	like	not	do	do	I	I	Mother	I do not like them Sam I am I do not like green eggs and ham	48
emotion	rejection	like	not	do	do	I	I	Mother	I do not like them Sam I am I do not like green eggs and ham	48
emotion	rejection	like	not	do	do	I	I	Mother	I do not like them in a house I do not like them with a mouse	48
